holding_cost,order_fixed,stockout_penalty,learning_rate,n_steps,n_epochs,vf_coef,ent_coef,batch_size,rl_avg_profit,rl_avg_stockouts,rl_avg_inventory,train_time_s
0.5,5.0,50.0,3e-05,512,5,0.25,0.01,64,267.52648746119587,0.0,93.1332626280066,93.11611604690552
0.5,5.0,50.0,3e-05,512,8,0.25,0.0,64,285.24080628087165,6.073442883418855,59.74686342422276,115.4390971660614
0.5,5.0,50.0,3e-05,512,8,0.25,0.01,64,240.6880765185728,0.0,143.18081937607022,112.89893937110901
0.5,5.0,50.0,3e-05,2048,5,0.25,0.0,64,292.414354951484,0.0,48.73385722121147,85.62633728981018
0.5,5.0,50.0,3e-05,2048,5,0.25,0.01,64,283.59008648319184,0.0,65.44316146223511,89.92653393745422
0.5,5.0,50.0,3e-05,2048,8,0.25,0.0,64,289.1693051267374,18.346777958020986,55.83172814565162,118.71743941307068
0.5,5.0,50.0,3e-05,2048,8,0.25,0.01,64,289.7367037936573,0.0,53.41847835279491,117.87436437606812
0.5,5.0,50.0,3e-05,1024,5,0.25,0.0,64,289.76284577410286,0.0,51.707074437598656,93.2919249534607
0.5,5.0,50.0,3e-05,1024,5,0.25,0.01,64,283.3750683195256,236.53351087165478,32.547191584861444,91.42606925964355
0.5,5.0,50.0,3e-05,1024,8,0.25,0.0,64,276.7800039760838,0.0,78.60019655619581,110.39131569862366
0.5,5.0,50.0,3e-05,1024,8,0.25,0.01,64,271.31601792572246,0.0,91.24203184571984,111.85033082962036
0.5,5.0,50.0,0.0001,512,5,0.25,0.0,64,280.7417057233919,192.97790989752812,45.497373985656324,88.43050861358643
0.5,5.0,50.0,0.0001,512,5,0.25,0.01,64,283.205959850763,66.58268662755525,54.13902019762013,87.3396463394165
0.5,5.0,50.0,0.0001,512,8,0.25,0.0,64,285.15772364164116,38.42896380396913,55.281829409664624,114.32005071640015
0.5,5.0,50.0,0.0001,512,8,0.25,0.01,64,282.83509164782055,347.3192031324893,27.37986471359044,109.98260045051575
0.5,5.0,50.0,0.0001,2048,5,0.25,0.0,64,287.7643614170988,19.354155631617893,53.13314121821155,85.44698405265808
0.5,5.0,50.0,0.0001,2048,5,0.25,0.01,64,289.87413647573453,91.96656795742756,35.91852708220482,85.87650156021118
0.5,5.0,50.0,0.0001,2048,8,0.25,0.0,64,285.6438193693781,17.20273723768791,54.2856663737885,106.29336452484131
0.5,5.0,50.0,0.0001,2048,8,0.25,0.01,64,281.1743049986381,0.0,62.765428058153965,106.10876178741455
